sample_id,fruit_id,split,seq_len,session_id,start_index,start_timestamp,end_timestamp,target_rul_hours,image_paths,temperature_seq,humidity_seq,temp_missing_seq,humidity_missing_seq,gap_hours_max,gap_hours_mean,elapsed_hours_end
F05_s03_0117,F05,val,8,3,117,2026-03-21 07:43:00,2026-03-21 08:30:00,35.5,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-43-15_frame-94_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-50-16_frame-95_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-58-16_frame-96_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-00-06_frame-1_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-08-06_frame-2_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png')","(22.399999618530273, 20.799999237060547, 23.100000381469727, 24.0, 20.5, 21.399999618530273, 22.399999618530273, 21.5)","(70.0, 66.0, 68.0, 69.0, 70.0, 70.0, 62.0, 70.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.1145833358168602,68.06666666666666
F05_s03_0118,F05,val,8,3,118,2026-03-21 07:50:00,2026-03-21 08:38:00,35.37,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-50-16_frame-95_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-58-16_frame-96_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-00-06_frame-1_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-08-06_frame-2_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png')","(20.799999237060547, 23.100000381469727, 24.0, 20.5, 21.399999618530273, 22.399999618530273, 21.5, 24.5)","(66.0, 68.0, 69.0, 70.0, 70.0, 62.0, 70.0, 60.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.1145833358168602,68.2
F05_s03_0119,F05,val,8,3,119,2026-03-21 07:58:00,2026-03-21 08:45:00,35.25,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_07-58-16_frame-96_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-00-06_frame-1_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-08-06_frame-2_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png')","(23.100000381469727, 24.0, 20.5, 21.399999618530273, 22.399999618530273, 21.5, 24.5, 24.899999618530273)","(68.0, 69.0, 70.0, 70.0, 62.0, 70.0, 60.0, 64.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.1145833358168602,68.31666666666666
F05_s03_0120,F05,val,8,3,120,2026-03-21 08:00:00,2026-03-21 08:53:00,35.12,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-00-06_frame-1_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-08-06_frame-2_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png')","(24.0, 20.5, 21.399999618530273, 22.399999618530273, 21.5, 24.5, 24.899999618530273, 20.799999237060547)","(69.0, 70.0, 70.0, 62.0, 70.0, 60.0, 64.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.1145833358168602,68.45
F05_s03_0121,F05,val,8,3,121,2026-03-21 08:08:00,2026-03-21 09:00:00,35.0,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-08-06_frame-2_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png')","(20.5, 21.399999618530273, 22.399999618530273, 21.5, 24.5, 24.899999618530273, 20.799999237060547, 23.899999618530273)","(70.0, 70.0, 62.0, 70.0, 60.0, 64.0, 61.0, 67.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,68.56666666666666
F05_s03_0122,F05,val,8,3,122,2026-03-21 08:15:00,2026-03-21 09:08:00,34.87,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-15-07_frame-3_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png')","(21.399999618530273, 22.399999618530273, 21.5, 24.5, 24.899999618530273, 20.799999237060547, 23.899999618530273, 23.200000762939453)","(70.0, 62.0, 70.0, 60.0, 64.0, 61.0, 67.0, 65.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,68.7
F05_s03_0123,F05,val,8,3,123,2026-03-21 08:23:00,2026-03-21 09:15:00,34.75,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-23-07_frame-4_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png')","(22.399999618530273, 21.5, 24.5, 24.899999618530273, 20.799999237060547, 23.899999618530273, 23.200000762939453, 20.0)","(62.0, 70.0, 60.0, 64.0, 61.0, 67.0, 65.0, 62.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,68.81666666666666
F05_s03_0124,F05,val,8,3,124,2026-03-21 08:30:00,2026-03-21 09:23:00,34.62,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-30-07_frame-5_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png')","(21.5, 24.5, 24.899999618530273, 20.799999237060547, 23.899999618530273, 23.200000762939453, 20.0, 20.700000762939453)","(70.0, 60.0, 64.0, 61.0, 67.0, 65.0, 62.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,68.95
F05_s03_0125,F05,val,8,3,125,2026-03-21 08:38:00,2026-03-21 09:30:00,34.5,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-38-07_frame-6_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png')","(24.5, 24.899999618530273, 20.799999237060547, 23.899999618530273, 23.200000762939453, 20.0, 20.700000762939453, 22.0)","(60.0, 64.0, 61.0, 67.0, 65.0, 62.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.06666666666666
F05_s03_0126,F05,val,8,3,126,2026-03-21 08:45:00,2026-03-21 09:38:00,34.37,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-45-07_frame-7_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png')","(24.899999618530273, 20.799999237060547, 23.899999618530273, 23.200000762939453, 20.0, 20.700000762939453, 22.0, 21.700000762939453)","(64.0, 61.0, 67.0, 65.0, 62.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.2
F05_s03_0127,F05,val,8,3,127,2026-03-21 08:53:00,2026-03-21 09:45:00,34.25,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_08-53-07_frame-8_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-45-07_frame-15_F05.png')","(20.799999237060547, 23.899999618530273, 23.200000762939453, 20.0, 20.700000762939453, 22.0, 21.700000762939453, 21.5)","(61.0, 67.0, 65.0, 62.0, 63.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.31666666666666
F05_s03_0128,F05,val,8,3,128,2026-03-21 09:00:00,2026-03-21 09:53:00,34.12,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-00-07_frame-9_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-45-07_frame-15_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-53-07_frame-16_F05.png')","(23.899999618530273, 23.200000762939453, 20.0, 20.700000762939453, 22.0, 21.700000762939453, 21.5, 21.200000762939453)","(67.0, 65.0, 62.0, 63.0, 63.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.45
F05_s03_0129,F05,val,8,3,129,2026-03-21 09:08:00,2026-03-21 10:00:00,34.0,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-08-07_frame-10_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-45-07_frame-15_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-53-07_frame-16_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-00-07_frame-17_F05.png')","(23.200000762939453, 20.0, 20.700000762939453, 22.0, 21.700000762939453, 21.5, 21.200000762939453, 20.0)","(65.0, 62.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.56666666666666
F05_s03_0130,F05,val,8,3,130,2026-03-21 09:15:00,2026-03-21 10:08:00,33.87,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-15-07_frame-11_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-45-07_frame-15_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-53-07_frame-16_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-00-07_frame-17_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-08-07_frame-18_F05.png')","(20.0, 20.700000762939453, 22.0, 21.700000762939453, 21.5, 21.200000762939453, 20.0, 20.899999618530273)","(62.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.7
F05_s03_0131,F05,val,8,3,131,2026-03-21 09:23:00,2026-03-21 10:15:00,33.75,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-23-07_frame-12_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-30-07_frame-13_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-38-07_frame-14_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-45-07_frame-15_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_09-53-07_frame-16_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-00-07_frame-17_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-08-07_frame-18_F05.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\val\\images\\F05\\2026-03-21_10-15-08_frame-19_F05.png')","(20.700000762939453, 22.0, 21.700000762939453, 21.5, 21.200000762939453, 20.0, 20.899999618530273, 20.799999237060547)","(63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,69.81666666666666
